StudentID,Gender,Major
516,Male,Computer Science
517,Female,Mechanical Engineering
518,Male,Computer Science
519,Male,Computer Science
520,Male,Computer Science
521,Male,Computer Science
522,Male,Industrial Engineering
523,Male,Electrical & Computer Engineering
524,Male,Mathematical Sciences
525,Male,Electrical & Computer Engineering
526,Male,Aerospace Engineering
527,Male,Aerospace Engineering
528,Female,Robotics Engineering
529,Male,Electrical & Computer Engineering
530,Male,Mechanical Engineering
531,Female,Electrical & Computer Engineering
532,Male,Robotics Engineering
533,Male,Mechanical Engineering
534,Male,Mathematical Sciences
535,Female,Mechanical Engineering
536,Male,Aerospace Engineering
537,Male,Electrical & Computer Engineering
538,Male,Mechanical Engineering
539,Male,Electrical & Computer Engineering
540,Female,Computer Science
541,Female,Industrial Engineering
542,Female,Mechanical Engineering
543,Male,Mechanical Engineering
544,Male,Chemical Engineering
545,Male,Mechanical Engineering
546,Female,Aerospace Engineering
547,Female,Robotics Engineering
548,Male,Aerospace Engineering
549,Male,Bioinformatics & Computational Biology
550,Female,Computer Science
551,Male,Mechanical Engineering
552,Female,Chemical Engineering
553,Male,Robotics Engineering
554,Female,Mechanical Engineering
555,Female,Mechanical Engineering
556,Female,Aerospace Engineering
557,Male,Robotics Engineering
558,Male,Interactive Media & Game Development (BA)
559,Male,Mechanical Engineering
560,Male,Mechanical Engineering
561,Female,Biochemistry
562,Male,Computer Science
563,Female,Electrical & Computer Engineering
564,Female,Architectural Engineering
565,Male,Mechanical Engineering
566,Female,Biomedical Engineering
567,Male,Biochemistry
568,Female,Robotics Engineering
569,Female,Biochemistry
570,Male,Mechanical Engineering
571,Male,Electrical & Computer Engineering
572,Female,Biology & Biotechnology
573,Female,Robotics Engineering
574,Male,Biology & Biotechnology
575,Male,Aerospace Engineering
576,Male,Chemical Engineering
577,Male,Chemistry
578,Male,Chemical Engineering
579,Male,Computer Science
580,Male,Chemical Engineering
581,Male,Computer Science
582,Male,Computer Science
583,Female,Computer Science
584,Female,Mechanical Engineering
585,Male,Mechanical Engineering
586,Male,Computer Science
587,Male,Mechanical Engineering
588,Male,Robotics Engineering
589,Female,Biomedical Engineering
590,Male,Mechanical Engineering
591,Female,Architectural Engineering
592,Male,Robotics Engineering
593,Male,Computer Science
594,Male,Aerospace Engineering
595,Male,Aerospace Engineering
596,Male,Civil Engineering
597,Male,Electrical & Computer Engineering
598,Female,Mechanical Engineering
599,Male,Biomedical Engineering
600,Male,Mechanical Engineering
601,Male,Robotics Engineering
602,Male,Computer Science
603,Female,Physics
604,Female,Chemistry
605,Male,Computer Science
606,Male,Industrial Engineering
607,Male,Mechanical Engineering
608,Female,Electrical & Computer Engineering
609,Male,Computer Science
610,Male,Computer Science
611,Male,Mechanical Engineering
612,Male,Physics
613,Male,Electrical & Computer Engineering
614,Female,Biology & Biotechnology
615,Male,Physics
616,Male,Aerospace Engineering
617,Female,Biomedical Engineering
618,Male,Mechanical Engineering
619,Male,Computer Science
620,Male,Biomedical Engineering
621,Male,Aerospace Engineering
622,Male,Computer Science
623,Male,Aerospace Engineering
624,Male,Interactive Media & Game Development
625,Female,Civil Engineering
626,Male,Robotics Engineering
627,Female,Chemistry
628,Male,Robotics Engineering
629,Male,Mechanical Engineering
630,Male,Civil Engineering
631,Male,Robotics Engineering
632,Male,Chemical Engineering
633,Male,Mathematical Sciences
634,Male,Electrical & Computer Engineering
635,Male,Computer Science
636,Male,Computer Science
637,Female,Chemical Engineering
638,Male,Chemical Engineering
639,Male,Robotics Engineering
640,Male,Biochemistry
641,Female,Chemical Engineering
642,Female,Industrial Engineering
643,Male,Computer Science
644,Female,Mechanical Engineering
645,Male,Computer Science
646,Female,Robotics Engineering
647,Male,Robotics Engineering
648,Female,Management Information Systems
649,Male,Management Engineering
650,Male,Computer Science
651,Male,Computer Science
652,Male,Electrical & Computer Engineering
653,Male,Aerospace Engineering
654,Male,Aerospace Engineering
655,Male,Biomedical Engineering
656,Female,Biomedical Engineering
657,Female,Chemical Engineering
658,Male,Aerospace Engineering
659,Female,Chemical Engineering
660,Male,Business
661,Male,Electrical & Computer Engineering
662,Male,Chemical Engineering
663,Female,Computer Science
664,Female,Mechanical Engineering
665,Male,Chemical Engineering
666,Male,Mechanical Engineering
667,Female,Architectural Engineering
668,Female,Mechanical Engineering
669,Male,Aerospace Engineering
670,Female,Architectural Engineering
671,Male,Aerospace Engineering
672,Male,Computer Science
673,Male,Mechanical Engineering
674,Male,Computer Science
675,Male,Mechanical Engineering
676,Male,Computer Science
677,Male,Computer Science
678,Male,Electrical & Computer Engineering
679,Female,Biology & Biotechnology
680,Male,Management Information Systems
681,Male,Computer Science
682,Male,Chemical Engineering
683,Male,Computer Science
684,Male,Computer Science
685,Female,Interactive Media & Game Development (BA)
686,Female,Biomedical Engineering
687,Male,Electrical & Computer Engineering
688,Female,Biomedical Engineering
689,Male,Biomedical Engineering
690,Female,Chemical Engineering
691,Male,Civil Engineering
692,Female,Mechanical Engineering
693,Female,Aerospace Engineering
694,Male,Computer Science
695,Male,Robotics Engineering
696,Male,Biomedical Engineering
697,Male,Robotics Engineering
698,Male,Biology & Biotechnology
699,Female,Biology & Biotechnology
700,Male,Computer Science
701,Female,Management Engineering
702,Male,Robotics Engineering
703,Male,Computer Science
704,Male,Industrial Engineering
705,Female,Actuarial Mathematics
706,Male,Electrical & Computer Engineering
707,Male,Computer Science
708,Male,Biology & Biotechnology
709,Male,Chemical Engineering
710,Male,Mechanical Engineering
711,Male,Mechanical Engineering
712,Male,Mechanical Engineering
713,Female,Computer Science
714,Female,Biology & Biotechnology
715,Male,Civil Engineering
716,Male,Electrical & Computer Engineering
717,Female,Bioinformatics & Computational Biology
718,Male,Electrical & Computer Engineering
719,Male,Chemical Engineering
720,Male,Computer Science
721,Male,Mechanical Engineering
722,Female,Computer Science
723,Female,Environmental Engineering
724,Female,Architectural Engineering
725,Female,Biomedical Engineering
726,Female,Biology & Biotechnology
727,Female,Biomedical Engineering
728,Male,Electrical & Computer Engineering
729,Male,Computer Science
730,Male,Robotics Engineering
731,Male,Biomedical Engineering
732,Male,Biochemistry
733,Female,Biomedical Engineering
734,Male,Electrical & Computer Engineering
735,Male,Computer Science
736,Female,Mechanical Engineering
737,Female,Mechanical Engineering
738,Male,Computer Science
739,Male,Robotics Engineering
740,Male,Mechanical Engineering
741,Male,Aerospace Engineering
742,Male,Mechanical Engineering
743,Female,Environmental Engineering
744,Female,Biomedical Engineering
745,Male,Mechanical Engineering
746,Male,Electrical & Computer Engineering
747,Female,Architectural Engineering
748,Male,Aerospace Engineering
749,Female,Computer Science
750,Female,Interactive Media & Game Development
751,Female,Electrical & Computer Engineering
752,Male,Mechanical Engineering
753,Male,Civil Engineering
754,Male,Mechanical Engineering
755,Male,Computer Science
756,Male,Robotics Engineering
757,Female,Biomedical Engineering
758,Female,Civil Engineering
759,Female,Biomedical Engineering
760,Male,Mechanical Engineering
761,Male,Electrical & Computer Engineering
762,Female,Mechanical Engineering
763,Female,Biomedical Engineering
764,Male,Electrical & Computer Engineering
765,Male,Computer Science
766,Male,Mechanical Engineering
767,Male,Robotics Engineering
768,Male,Robotics Engineering
769,Male,Robotics Engineering
770,Male,Mechanical Engineering
771,Male,Electrical & Computer Engineering
772,Female,Mathematical Sciences
773,Female,Mechanical Engineering
774,Male,Mechanical Engineering
775,Male,Computer Science
776,Female,Mathematical Sciences
777,Female,Physics
778,Male,Electrical & Computer Engineering
779,Male,Electrical & Computer Engineering
780,Female,Aerospace Engineering
781,Female,Chemical Engineering
782,Female,Mechanical Engineering
783,Male,Computer Science
784,Female,Mechanical Engineering
785,Male,Computer Science
786,Male,Computer Science
787,Male,Mechanical Engineering
788,Female,Mechanical Engineering
789,Male,Physics
790,Male,Mechanical Engineering
791,Female,Chemical Engineering
792,Male,Mechanical Engineering
793,Female,Mechanical Engineering
794,Male,Aerospace Engineering
795,Male,Computer Science
796,Male,Aerospace Engineering
797,Male,Computer Science
798,Male,Robotics Engineering
799,Male,Computer Science
800,Female,Robotics Engineering
801,Male,Computer Science
802,Male,Electrical & Computer Engineering
803,Male,Aerospace Engineering
804,Female,Electrical & Computer Engineering
805,Male,Mechanical Engineering
806,Female,Biology & Biotechnology
807,Female,Biology & Biotechnology
808,Male,Biomedical Engineering
809,Male,Electrical & Computer Engineering
810,Female,Biology & Biotechnology
811,Male,Computer Science
812,Female,Computer Science
813,Male,Computer Science
814,Male,Computer Science
815,Male,Robotics Engineering
816,Female,Robotics Engineering
817,Female,Electrical & Computer Engineering
818,Male,Mechanical Engineering
819,Male,Mathematical Sciences
820,Female,Computer Science
821,Male,Mechanical Engineering
822,Male,Computer Science
823,Female,Environmental Engineering
824,Male,Bioinformatics & Computational Biology
825,Female,Biomedical Engineering
826,Female,Biology & Biotechnology
827,Male,Industrial Engineering
828,Female,Interactive Media & Game Development (BA)
829,Male,Chemical Engineering
830,Male,Management Engineering
831,Male,Electrical & Computer Engineering
832,Male,Industrial Engineering
833,Male,Mechanical Engineering
834,Male,Computer Science
835,Female,Industrial Engineering
836,Female,Psychological Science
837,Male,Computer Science
838,Female,Actuarial Mathematics
839,Male,Mechanical Engineering
840,Female,Aerospace Engineering
841,Male,Mechanical Engineering
842,Male,Aerospace Engineering
843,Female,Aerospace Engineering
844,Male,Physics
845,Female,Electrical & Computer Engineering
846,Male,Chemical Engineering
847,Female,Mechanical Engineering
848,Female,Computer Science
849,Male,Mechanical Engineering
850,Male,Robotics Engineering
851,Male,Mechanical Engineering
852,Male,Electrical & Computer Engineering
853,Male,Robotics Engineering
854,Male,Mechanical Engineering
855,Male,Computer Science
856,Female,Chemical Engineering
857,Male,Robotics Engineering
858,Male,Mechanical Engineering
859,Male,Mechanical Engineering
860,Male,Biomedical Engineering
861,Female,Business
862,Male,Computer Science
863,Female,Mechanical Engineering
864,Male,Aerospace Engineering
865,Male,Interactive Media & Game Development
866,Male,Aerospace Engineering
867,Male,Chemical Engineering
868,Male,Biomedical Engineering
869,Female,Computer Science
870,Male,Mechanical Engineering
871,Male,Mechanical Engineering
872,Male,Computer Science
873,Female,Mechanical Engineering
874,Male,Aerospace Engineering
875,Female,Mechanical Engineering
876,Male,Electrical & Computer Engineering
877,Male,Biomedical Engineering
878,Female,Biomedical Engineering
879,Female,Electrical & Computer Engineering
880,Male,Electrical & Computer Engineering
881,Male,Computer Science
882,Male,Mechanical Engineering
883,Female,Computer Science
