StudentID,Gender,Major
606,Female,ECE
607,Female,EV
608,Female,CE
609,Male,ME
610,Female,MA
611,Male,ME
612,Male,IE
613,Female,BE
614,Male,ME
615,Female,AREN
616,Female,BC
617,Male,BIO
618,Male,AE
619,Male,ECE
620,Male,ME
621,Male,CE
622,Male,AE
623,Female,ME
624,Male,ECE
625,Male,RBE
626,Female,BE
627,Female,RBE
628,Male,AE
629,Female,ME
630,Female,CE
631,Male,RBE
632,Female,CS
633,Female,CM
634,Male,MGE
635,Male,CS
636,Female,CM
637,Male,BE
638,Female,BC
639,Male,CM
640,Female,BE
641,Female,BE
642,Female,CM
643,Female,BE
644,Male,MGE
645,Male,ME
646,Male,ECE
647,Male,ME
648,Male,CS
649,Male,ME
650,Male,ME
651,Male,CM
652,Male,ME
653,Male,CS
654,Male,CM
655,Male,ME
656,Male,CS
657,Male,ECE
658,Male,ME
659,Male,CM
660,Male,ECE
661,Male,CS
662,Male,CS
663,Female,CM
664,Male,ME
665,Male,RBE
666,Male,CS
667,Male,CS
668,Male,EV
669,Male,ME
670,Male,BE
671,Male,CS
672,Male,ME
673,Female,RBE
674,Female,ME
675,Female,BIO
676,Female,BIO
677,Female,CM
678,Male,ME
679,Female,CM
680,Male,BIO
681,Male,CS
682,Female,BE
683,Male,ME
684,Male,CS
685,Male,RBE
686,Male,ME
687,Male,RBE
688,Male,CS
689,Male,ECE
690,Male,CM
691,Female,BE
692,Male,AREN
693,Female,BE
694,Female,BE
695,Male,CE
696,Male,BE
697,Male,AE
698,Female,CM
699,Male,ME
700,Male,CS
701,Male,ME
702,Female,BIO
703,Male,CS
704,Male,ME
705,Male,ME
706,Male,BIO
707,Female,BC
708,Female,RBE
709,Male,ME
710,Female,PSS
711,Male,IE
712,Male,CM
713,Male,ECE
714,Male,ECE
715,Female,ME
716,Male,ME
717,Female,CE
718,Male,RBE
719,Male,CS
720,Female,BIO
721,Male,BIO
722,Male,IE
723,Male,RBE
724,Male,CM
725,Female,ME
726,Male,CS
727,Female,CM
728,Male,ECE
729,Female,BE
730,Male,RBE
731,Female,CM
732,Male,RBE
733,Female,CM
734,Female,CM
735,Female,RBE
736,Female,CS
737,Male,ECE
738,Male,CE
739,Female,CM
740,Female,CS
741,Female,ME
742,Male,CS
743,Female,ME
744,Male,CS
745,Male,ME
746,Male,CE
747,Female,CE
748,Male,CE
749,Male,ME
750,Female,CM
751,Female,BE
752,Male,ME
753,Male,ME
754,Female,CS
755,Female,AREN
756,Female,BE
757,Female,MGE
758,Male,RBE
759,Male,IMGD
760,Male,BE
761,Male,CS
762,Female,CM
763,Female,BE
764,Male,ME
765,Male,CS
766,Female,BE
767,Female,BE
768,Male,ECE
769,Male,ME
770,Female,ME
771,Male,ME
772,Male,RBE
773,Male,RBE
774,Male,ME
775,Male,RBE
776,Female,BE
777,Female,BE
778,Male,CM
779,Male,ME
780,Male,ECE
781,Male,RBE
782,Male,BE
783,Male,MAC
784,Male,CS
785,Male,CM
786,Male,ECE
787,Male,AE
788,Male,CS
789,Male,RBE
790,Male,ME
791,Male,BE
792,Male,MAC
793,Male,ME
794,Male,PH
795,Female,BIO
796,Female,CS
797,Female,IE
798,Female,AE
799,Female,ME
800,Male,ME
801,Male,RBE
802,Male,ME
803,Male,CM
804,Female,BE
805,Male,ME
806,Male,ECE
807,Female,BE
808,Male,MGE
809,Male,MGE
810,Female,BIO
811,Female,IE
812,Male,MA
813,Female,BE
814,Male,ME
815,Male,ECE
816,Female,ME
817,Female,CS
818,Female,EV
819,Male,IMGD
820,Male,BE
821,Male,ME
822,Male,IE
823,Female,CS
824,Female,ME
825,Female,BE
826,Female,CS
827,Male,BE
828,Female,CS
829,Female,AE
830,Male,ME
831,Male,ECE
832,Female,AE
833,Female,CM
834,Male,IE
835,Female,AREN
836,Male,CS
837,Male,CS
838,Female,BIO
839,Male,CE
840,Male,CS
841,Male,ME
842,Male,ME
843,Female,PH
844,Male,RBE
845,Female,CS
846,Male,ME
847,Female,CS
848,Male,ME
849,Male,CS
850,Male,ME
851,Female,CS
852,Female,CS
853,Female,BC
854,Female,CM
855,Female,ME
856,Male,ME
857,Male,CE
858,Male,AE
859,Male,BIO
860,Male,CM
861,Female,CM
862,Female,ME
863,Female,CE
864,Male,MGE
865,Male,CS
866,Male,MG
867,Male,ME
868,Male,ME
869,Male,ME
870,Male,CM
871,Male,ECE
872,Male,CS
873,Female,BE
874,Male,CE
875,Male,ME
876,Male,ME
877,Male,ME
878,Male,CS
879,Male,ME
880,Female,EV
881,Male,RBE
882,Female,EV
883,Male,PH
884,Male,RBE
885,Male,CS
886,Male,CS
887,Male,CS
888,Male,ME
889,Female,MAC
890,Female,BE
891,Male,AE
892,Male,AE
893,Female,AE
894,Female,ECE
895,Female,ND
896,Female,BE
897,Male,ECE
898,Female,CM
899,Male,ECE
900,Male,RBE
901,Female,AE
902,Male,RBE
903,Female,ME
904,Male,IE
905,Male,ME
906,Male,CS
907,Male,PH
908,Male,AE
909,Female,CE
910,Female,ECE
911,Female,BIO
912,Female,BIO
913,Female,CM
914,Male,CE
915,Female,BIO
916,Male,CS
917,Male,RBE
918,Male,RBE
919,Female,BIO
920,Female,AREN
921,Male,RBE
922,Male,ECE
923,Male,ME
924,Female,ME
925,Male,MIS
926,Male,ECE
927,Male,CS
928,Male,RBE
